iter	Logloss
133	0.005304975808
134	0.005239750445
135	0.005185225606
136	0.005150897056
137	0.005098264664
138	0.00504710488
139	0.004977685213
140	0.004936276004
141	0.004890733585
142	0.004804254323
143	0.00476793237
144	0.004715277255
145	0.004662748054
146	0.004629810154
147	0.004586454481
148	0.004523781314
149	0.004495537281
150	0.004457288235
151	0.004423537105
152	0.004376048967
153	0.004335433617
154	0.004297598079
155	0.004263400659
156	0.004231660813
157	0.004193976521
158	0.00416091904
159	0.004131269455
160	0.004094614089
161	0.004069257528
162	0.004045053571
163	0.004013168812
164	0.003978603333
165	0.003951506317
166	0.003927982599
167	0.003903022781
168	0.003874001652
169	0.00385334529
170	0.003830786422
171	0.003807983547
172	0.003786282241
173	0.003756238893
174	0.003734328598
175	0.003710453957
176	0.003687932342
177	0.003667817265
178	0.003641910106
179	0.003619332984
180	0.003598786891
181	0.003581114486
182	0.003563080728
183	0.0035392005
184	0.003522141278
185	0.003505039215
186	0.003484459966
187	0.003465601057
188	0.003450150788
189	0.003433516249
190	0.003415961191
191	0.003397156298
192	0.003379720449
193	0.003363934159
194	0.003345471993
195	0.003328885883
196	0.003312528878
197	0.003295064718
198	0.003279238939
199	0.003260055184
200	0.003244348243
201	0.003229002655
202	0.003213325143
203	0.003194808215
204	0.003181283921
205	0.003166043758
206	0.003150685504
207	0.003136194497
208	0.003122939542
209	0.003108404204
210	0.003095489368
211	0.003081746027
212	0.003068908118
213	0.00305496119
214	0.00304033719
215	0.0030255422
216	0.003012160771
217	0.00299865175
218	0.002983896062
219	0.002971231565
220	0.002957170457
221	0.002944288217
222	0.002932231873
223	0.002919811197
224	0.002906410769
225	0.002892986499
226	0.002881066687
227	0.002868585475
228	0.002855437621
229	0.002842618525
230	0.002829972655
231	0.002818035893
232	0.002805483155
233	0.002793670818
234	0.002781559154
235	0.002770108171
236	0.002757900581
237	0.002746764384
238	0.002735522762
239	0.002723820321
240	0.002711961418
241	0.002700380981
242	0.002688958123
243	0.002677379176
244	0.002666813694
245	0.002655737288
246	0.002644504234
247	0.002633684687
248	0.002623537183
249	0.002612682059
250	0.002601663768
251	0.002591129392
252	0.002580498159
253	0.002569942921
254	0.002560121752
255	0.002549785003
256	0.002539710142
257	0.002529765666
258	0.002519700862
259	0.00251028277
260	0.002500548773
261	0.00249069836
262	0.002481019683
263	0.002471343428
264	0.002461916581
265	0.002452549525
266	0.002443075366
267	0.002433862723
268	0.0024247583
269	0.002415567823
270	0.002406569012
271	0.002397612669
272	0.002388708852
273	0.002379746363
274	0.002370949276
275	0.002362703532
276	0.002354102954
277	0.002345586196
278	0.002337062731
279	0.002328622714
280	0.002320240065
281	0.002311933972
282	0.002303659543
283	0.002295475081
284	0.00228740219
285	0.002279350907
286	0.002271138877
287	0.00226324331
288	0.002255318314
289	0.002247511595
290	0.002239818871
291	0.002231922746
292	0.002224252
293	0.002216527611
294	0.002208894864
295	0.002201507799
296	0.002194047347
297	0.00218656268
298	0.002179174125
299	0.002171740681
300	0.002164471522
301	0.002157210931
302	0.002149968222
303	0.002142868564
304	0.002135957964
305	0.00212880224
306	0.002121730894
307	0.002114908025
308	0.002108015865
309	0.002101271786
310	0.002094449848
311	0.002087563463
312	0.002080899104
313	0.002074316703
314	0.002067729272
315	0.002061284706
316	0.002054700069
317	0.002048214711
318	0.00204169713
319	0.002035314217
320	0.002029198036
321	0.002021162771
322	0.002014799602
323	0.002008565143
324	0.002002572455
325	0.001994748227
326	0.00198865924
327	0.001980923116
328	0.001974944212
329	0.001969070919
330	0.001963099837
331	0.001957219094
332	0.00194983054
333	0.001941162162
334	0.001932737976
335	0.00192697458
336	0.00192131456
337	0.001915553585
338	0.001910036802
339	0.001904411614
340	0.001898841932
341	0.001893468015
342	0.0018879015
343	0.001882559806
344	0.001877067238
345	0.001871901006
346	0.001866491139
347	0.001861145347
348	0.001854492165
349	0.001849372312
350	0.00184413828
351	0.001838975772
352	0.001833847724
353	0.001828749292
354	0.00182358399
355	0.001818448305
356	0.001813487336
357	0.001808551699
358	0.001803650521
359	0.00179861486
360	0.001793994941
361	0.001787568629
362	0.001782669127
363	0.001777903922
364	0.001772295684
365	0.001767607033
366	0.001761423796
367	0.001756664552
368	0.001752078906
369	0.001746300235
370	0.001741574705
371	0.001736783609
372	0.001732266694
373	0.001727819256
374	0.001723302156
375	0.00171866212
376	0.001714189537
377	0.001709917933
378	0.001704269275
379	0.001700053737
380	0.00169564411
381	0.001691242307
382	0.001686798409
383	0.001682445779
384	0.001677036658
385	0.001672823355
386	0.001668485813
387	0.001663102582
388	0.001658909023
389	0.001654617675
390	0.001650510542
391	0.001645244099
392	0.001641109958
393	0.001635968313
394	0.001631827839
395	0.001627784967
396	0.001623462327
397	0.001619163156
398	0.001615200192
399	0.001611436717
400	0.001607466675
401	0.001603040844
402	0.001598078758
403	0.001594303362
404	0.001589433663
405	0.001585275494
406	0.001581317931
407	0.001577624679
408	0.001573887281
409	0.001568930224
410	0.001564301737
411	0.001560647693
412	0.001557001285
413	0.001553233713
414	0.001548680011
415	0.001544890832
416	0.001541381516
417	0.001537868474
418	0.001534343883
419	0.001530677546
420	0.001527215634
421	0.001523734629
422	0.001520220283
423	0.001516775414
424	0.001512962207
425	0.001508783549
426	0.00150538478
427	0.001501951087
428	0.001498461794
429	0.001495191827
430	0.001492670737
431	0.001489325333
432	0.00148593504
433	0.001482719835
434	0.001479921304
435	0.001476727333
436	0.00147244595
437	0.001469298825
438	0.001465177815
439	0.001465177815
440	0.001465177815
441	0.001465177815
442	0.001465177815
443	0.001461194176
444	0.001456906646
445	0.001453575771
446	0.001453575771
447	0.001453575771
448	0.001453575771
449	0.001450580824
450	0.001447509974
451	0.001444384176
452	0.001441379823
453	0.001438318472
454	0.001435144432
455	0.001432037354
456	0.001428078394
457	0.00142463278
458	0.001422026567
459	0.001418126933
460	0.00141527988
461	0.001412122138
462	0.001409110706
463	0.001405323576
464	0.001402291283
465	0.001399403624
466	0.001396558341
467	0.001392871048
468	0.001389933005
469	0.001386278216
470	0.00138266515
471	0.001379926223
472	0.001377774961
473	0.001375084091
474	0.001371444482
475	0.00136775896
476	0.001367759332
477	0.001367728971
478	0.001367627922
479	0.001366621442
480	0.001363737509
481	0.001360224187
482	0.001357521117
483	0.00135404272
484	0.00135397613
485	0.001352032833
486	0.001348768175
487	0.001345573552
488	0.001345570013
489	0.001343582943
490	0.001340087876
491	0.001337733306
492	0.001337673515
493	0.00133751994
494	0.00133655034
495	0.001336583588
496	0.001336495671
497	0.001336561237
498	0.001336561237
499	0.001336561237
